index,nctid,MTI_condition,DUI,TUI,condition_id
6003,NCT04514003,COVID-19,D000086382,T001007884,condition_3
6004,NCT04514016,SARS Virus,D045473,T538594,condition_110
6005,NCT04514016,COVID-19,D000086382,T001007884,condition_3
6006,NCT04514302,COVID-19,D000086382,T001007884,condition_3
6007,NCT04514627,COVID-19,D000086382,T001007884,condition_3
6008,NCT04514705,COVID-19,D000086382,T001007884,condition_3
6009,NCT04514874,COVID-19,D000086382,T001007884,condition_3
6010,NCT04514874,SARS Virus,D045473,T538594,condition_110
6011,NCT04514900,Obesity,D009765,T029022,condition_13
6012,NCT04515108,"Pregnancy Complications, Infectious",D011251,T033146,condition_78
6013,NCT04515108,COVID-19,D000086382,T001007884,condition_3
6014,NCT04515147,COVID-19,D000086382,T001007884,condition_3
6017,NCT04515147,"Respiration, Artificial",D012121,T036100,condition_112
6018,NCT04515199,COVID-19,D000086382,T001007884,condition_3
6019,NCT04515199,Telemedicine,D017216,T051323,condition_301
6020,NCT04515199,Quality of Life,D011788,T034831,condition_455
6021,NCT04515199,Adverse Drug Reaction Reporting Systems,D016907,T050623,condition_227
6022,NCT04515199,Depression,D003863,T011484,condition_105
6023,NCT04515225,HIV Infections,D015658,T046323,condition_8
6024,NCT04516486,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6025,NCT04516486,COVID-19,D000086382,T001007884,condition_3
6026,NCT04516512,COVID-19,D000086382,T001007884,condition_3
6027,NCT04516564,COVID-19,D000086382,T001007884,condition_3
6028,NCT04516668,Depression,D003863,T011484,condition_105
6029,NCT04516746,COVID-19,D000086382,T001007884,condition_3
6031,NCT04516759,COVID-19,D000086382,T001007884,condition_3
6032,NCT04516811,COVID-19,D000086382,T001007884,condition_3
6035,NCT04516824,Orthopedics,D009985,T029551,condition_898
6036,NCT04516837,"Purpura, Thrombocytopenic, Idiopathic",D016553,T049523,condition_899
6037,NCT04516850,COVID-19,D000086382,T001007884,condition_3
6038,NCT04516915,COVID-19,D000086382,T001007884,condition_3
6039,NCT04516928,SARS Virus,D045473,T538594,condition_110
6040,NCT04516928,COVID-19,D000086382,T001007884,condition_3
6041,NCT04516941,SARS Virus,D045473,T538594,condition_110
6042,NCT04516941,COVID-19,D000086382,T001007884,condition_3
6043,NCT04516954,COVID-19,D000086382,T001007884,condition_3
6044,NCT04517006,Happiness,D006240,T018916,condition_900
6045,NCT04517006,Anxiety,D001007,T003092,condition_104
6046,NCT04517006,Depression,D003863,T011484,condition_105
6047,NCT04517006,Morals,D009014,T026944,condition_683
6048,NCT04517097,Neoplasms,D009369,T027926,condition_1
6049,NCT04517123,COVID-19,D000086382,T001007884,condition_3
6050,NCT04517123,"Pneumonia, Viral",D011024,T032427,condition_133
6051,NCT04517136,COVID-19,D000086382,T001007884,condition_3
6052,NCT04517136,SARS Virus,D045473,T538594,condition_110
6053,NCT04517136,Caregiver Burden,D000084802,T001010300,condition_327
6054,NCT04517136,"Burnout, Professional",D002055,T005830,condition_405
6055,NCT04517162,COVID-19,D000086382,T001007884,condition_3
6056,NCT04517162,Cytokine Release Syndrome,D000080424,T000952163,condition_173
6057,NCT04517162,Cytokines,D016207,T048200,condition_841
6058,NCT04517162,Pulmonary Fibrosis,D011658,T034440,condition_651
6059,NCT04517188,COVID-19,D000086382,T001007884,condition_3
6060,NCT04517396,COVID-19,D000086382,T001007884,condition_3
6061,NCT04517422,SARS Virus,D045473,T538594,condition_110
6062,NCT04517630,COVID-19,D000086382,T001007884,condition_3
6064,NCT04517630,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6065,NCT04517630,Acute Kidney Injury,D058186,T761752,condition_12
6066,NCT04517682,RNA Virus Infections,D012327,T036605,condition_428
6067,NCT04517695,COVID-19,D000086382,T001007884,condition_3
6068,NCT04517695,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6069,NCT04518410,COVID-19,D000086382,T001007884,condition_3
6071,NCT04518514,Anesthesia,D000758,T002261,condition_548
6072,NCT04518735,COVID-19,D000086382,T001007884,condition_3
6073,NCT04518969,COVID-19,D000086382,T001007884,condition_3
6074,NCT04519034,COVID-19,D000086382,T001007884,condition_3
6075,NCT04519125,COVID-19,D000086382,T001007884,condition_3
6077,NCT04519216,Breast Feeding,D001942,T005537,condition_682
6079,NCT04519216,Breastfeeding Jaundice,C565501,T806892,condition_901
6080,NCT04519216,Social Problems,D012940,T038102,condition_693
6081,NCT04519255,Positron Emission Tomography Computed Tomography,D000072078,T000902074,condition_902
6082,NCT04519255,COVID-19,D000086382,T001007884,condition_3
6083,NCT04519255,Respiration,D012119,T036097,condition_412
6084,NCT04519255,"Diagnosis, Differential",D003937,T011799,condition_903
6085,NCT04519307,Virus Diseases,D014777,T043232,condition_181
6086,NCT04519320,COVID-19,D000086382,T001007884,condition_3
6087,NCT04519372,COVID-19,D000086382,T001007884,condition_3
6089,NCT04519385,"Pneumonia, Viral",D011024,T032427,condition_133
6090,NCT04519398,COVID-19,D000086382,T001007884,condition_3
6092,NCT04519398,Thrombosis,D013927,T040854,condition_379
6093,NCT04519398,"Respiration, Artificial",D012121,T036100,condition_112
6094,NCT04519398,Thrombophilia,D019851,T059062,condition_595
6097,NCT04519398,Renin-Angiotensin System,D012084,T035939,condition_904
6098,NCT04519411,COVID-19,D000086382,T001007884,condition_3
6099,NCT04519424,COVID-19,D000086382,T001007884,condition_3
6100,NCT04519437,Health Status,D006304,T019120,condition_188
6101,NCT04519437,Chronic Disease,D002908,T008425,condition_469
6102,NCT04519502,COVID-19,D000086382,T001007884,condition_3
6103,NCT04519502,Pregnancy Complications,D011248,T033133,condition_353
6104,NCT04520191,Glomerular Filtration Rate,D005919,T017913,condition_435
6105,NCT04520620,COVID-19,D000086382,T001007884,condition_3
6106,NCT04520880,COVID-19,D000086382,T001007884,condition_3
6107,NCT04520880,Patients,D010361,T030596,condition_200
6108,NCT04520880,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6109,NCT04521010,COVID-19,D000086382,T001007884,condition_3
6110,NCT04521036,COVID-19,D000086382,T001007884,condition_3
6111,NCT04521088,COVID-19,D000086382,T001007884,condition_3
6112,NCT04521296,COVID-19,D000086382,T001007884,condition_3
6113,NCT04521309,COVID-19,D000086382,T001007884,condition_3
6114,NCT04521322,COVID-19,D000086382,T001007884,condition_3
6115,NCT04521400,COVID-19,D000086382,T001007884,condition_3
6116,NCT04522037,Hospices,D006738,T020332,condition_905
6117,NCT04522037,COVID-19,D000086382,T001007884,condition_3
6118,NCT04522037,Disabled Persons,D006233,T018902,condition_906
6119,NCT04522037,Cardiopulmonary Resuscitation,D016887,T050553,condition_907
6120,NCT04522076,COVID-19,D000086382,T001007884,condition_3
6121,NCT04522089,COVID-19,D000086382,T001007884,condition_3
6122,NCT04522128,COVID-19,D000086382,T001007884,condition_3
6123,NCT04522128,Quality of Life,D011788,T034831,condition_455
6124,NCT04522128,Behavior,0,0,condition_908
6125,NCT04522128,Social Isolation,D012934,T038089,condition_220
6126,NCT04522310,COVID-19,D000086382,T001007884,condition_3
6127,NCT04522466,COVID-19,D000086382,T001007884,condition_3
6128,NCT04522492,Skin Diseases,D012871,T037939,condition_311
6129,NCT04522817,COVID-19,D000086382,T001007884,condition_3
6130,NCT04522830,COVID-19,D000086382,T001007884,condition_3
6131,NCT04522986,COVID-19,D000086382,T001007884,condition_3
6132,NCT04523012,COVID-19,D000086382,T001007884,condition_3
6133,NCT04523051,COVID-19,D000086382,T001007884,condition_3
6134,NCT04523090,COVID-19,D000086382,T001007884,condition_3
6135,NCT04523181,COVID-19,D000086382,T001007884,condition_3
6136,NCT04523246,Herpes Zoster,D006562,T019760,condition_909
6137,NCT04523246,Hypersensitivity,D006967,T020920,condition_734
6138,NCT04523246,COVID-19,D000086382,T001007884,condition_3
6139,NCT04523571,COVID-19,D000086382,T001007884,condition_3
6140,NCT04523610,Depression,D003863,T011484,condition_105
6141,NCT04523610,Cognitive Dysfunction,D060825,T000902555,condition_559
6142,NCT04523610,Hydrocortisone,D006854,T020679,condition_172
6143,NCT04523831,COVID-19,D000086382,T001007884,condition_3
6144,NCT04524052,Health Status,D006304,T019120,condition_188
6145,NCT04524156,COVID-19,D000086382,T001007884,condition_3
6146,NCT04524156,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6147,NCT04524156,Vascular Diseases,D014652,T042863,condition_378
6148,NCT04524234,COVID-19,D000086382,T001007884,condition_3
6149,NCT04524234,"Ventricular Dysfunction, Left",D018487,T055063,condition_269
6150,NCT04524234,"Ventricular Dysfunction, Right",D018497,T055096,condition_910
6151,NCT04524234,"Hypertension, Pulmonary",D006976,T020944,condition_800
6152,NCT04524507,COVID-19,D000086382,T001007884,condition_3
6153,NCT04524520,COVID-19,D000086382,T001007884,condition_3
6154,NCT04524598,Depression,D003863,T011484,condition_105
6155,NCT04524663,COVID-19,D000086382,T001007884,condition_3
6156,NCT04524715,COVID-19,D000086382,T001007884,condition_3
6157,NCT04524754,Anosmia,D000086582,T002503,condition_400
6158,NCT04524962,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6159,NCT04524962,COVID-19,D000086382,T001007884,condition_3
6160,NCT04525079,COVID-19,D000086382,T001007884,condition_3
6161,NCT04525287,COVID-19,D000086382,T001007884,condition_3
6163,NCT04525378,COVID-19,D000086382,T001007884,condition_3
6164,NCT04525378,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6165,NCT04525404,COVID-19,D000086382,T001007884,condition_3
6167,NCT04525404,SARS Virus,D045473,T538594,condition_110
6168,NCT04525417,COVID-19,D000086382,T001007884,condition_3
6169,NCT04525443,COVID-19,D000086382,T001007884,condition_3
6170,NCT04525716,COVID-19,D000086382,T001007884,condition_3
6171,NCT04525716,Surgery,0,0,condition_208
6172,NCT04525742,COVID-19,D000086382,T001007884,condition_3
6173,NCT04525742,Disabled Persons,D006233,T018902,condition_906
6174,NCT04525742,Cerebral Palsy,D002547,T007419,condition_911
6175,NCT04525742,Muscular Dystrophies,D009136,T365683,condition_912
6176,NCT04525820,COVID-19,D000086382,T001007884,condition_3
6177,NCT04525820,Vitamin D Deficiency,D014808,T043298,condition_18
6179,NCT04525820,"Respiration, Artificial",D012121,T036100,condition_112
6181,NCT04525820,SARS Virus,D045473,T538594,condition_110
6182,NCT04525911,COVID-19,D000086382,T001007884,condition_3
6183,NCT04526054,Olfaction Disorders,D000857,T365794,condition_399
6184,NCT04526054,COVID-19,D000086382,T001007884,condition_3
6185,NCT04526145,"Stress, Psychological",D013315,T039102,condition_177
6186,NCT04526405,beta-Thalassemia,D017086,T051011,condition_913
6187,NCT04526405,COVID-19,D000086382,T001007884,condition_3
6188,NCT04526717,COVID-19,D000086382,T001007884,condition_3
6189,NCT04526769,COVID-19,D000086382,T001007884,condition_3
6193,NCT04526821,COVID-19,D000086382,T001007884,condition_3
6194,NCT04526912,Acute Lung Injury,D055371,T036122,condition_178
6195,NCT04526977,COVID-19,D000086382,T001007884,condition_3
6196,NCT04526977,Immunosuppression,D007165,T021495,condition_366
6197,NCT04526977,HIV-1,D015497,T045956,condition_364
6198,NCT04526990,COVID-19,D000086382,T001007884,condition_3
6199,NCT04527081,COVID-19,D000086382,T001007884,condition_3
6200,NCT04527133,COVID-19,D000086382,T001007884,condition_3
6201,NCT04527198,COVID-19,D000086382,T001007884,condition_3
6202,NCT04527211,COVID-19,D000086382,T001007884,condition_3
6203,NCT04527211,"Infectious Disease Transmission, Professional-to-Patient",D017757,T712673,condition_185
6204,NCT04527224,COVID-19,D000086382,T001007884,condition_3
6205,NCT04527315,COVID-19,D000086382,T001007884,condition_3
6206,NCT04527354,COVID-19,D000086382,T001007884,condition_3
6207,NCT04527354,Pulmonary Fibrosis,D011658,T034440,condition_651
6208,NCT04527432,COVID-19,D000086382,T001007884,condition_3
6209,NCT04527432,"Respiration, Artificial",D012121,T036100,condition_112
6210,NCT04527458,COVID-19,D000086382,T001007884,condition_3
6211,NCT04527471,COVID-19,D000086382,T001007884,condition_3
6214,NCT04527497,COVID-19,D000086382,T001007884,condition_3
6215,NCT04527562,COVID-19,D000086382,T001007884,condition_3
6216,NCT04527575,COVID-19,D000086382,T001007884,condition_3
6217,NCT04527601,"Infant, Premature, Diseases",D007235,T021691,condition_914
6218,NCT04527601,COVID-19,D000086382,T001007884,condition_3
6219,NCT04527614,"Influenza, Human",D007251,T658127,condition_10
6220,NCT04527614,SARS Virus,D045473,T538594,condition_110
6221,NCT04527614,COVID-19,D000086382,T001007884,condition_3
6222,NCT04527614,Urinary Tract Infections,D014552,T042580,condition_138
6223,NCT04528329,COVID-19,D000086382,T001007884,condition_3
6224,NCT04528329,Anosmia,D000086582,T002503,condition_400
6225,NCT04528368,COVID-19,D000086382,T001007884,condition_3
6226,NCT04528641,COVID-19,D000086382,T001007884,condition_3
6227,NCT04528667,COVID-19,D000086382,T001007884,condition_3
6228,NCT04528771,"RNA, Viral",D012367,T036801,condition_195
6229,NCT04528771,COVID-19,D000086382,T001007884,condition_3
6230,NCT04528888,COVID-19,D000086382,T001007884,condition_3
6231,NCT04528888,SARS Virus,D045473,T538594,condition_110
6232,NCT04528888,"Pneumonia, Viral",D011024,T032427,condition_133
6233,NCT04528888,Blood Coagulation Disorders,D001778,T005167,condition_157
6234,NCT04528901,COVID-19,D000086382,T001007884,condition_3
6235,NCT04528927,COVID-19,D000086382,T001007884,condition_3
6236,NCT04528927,Hospitalization,D006760,T020442,condition_915
6237,NCT04529408,COVID-19,D000086382,T001007884,condition_3
6238,NCT04529408,Lung Diseases,D008171,T024353,condition_397
6239,NCT04529421,Infection,0,0,condition_418
6240,NCT04529421,Infection Control,0,0,condition_916
6241,NCT04529447,COVID-19,D000086382,T001007884,condition_3
6242,NCT04529460,COVID-19,D000086382,T001007884,condition_3
6243,NCT04529499,COVID-19,D000086382,T001007884,condition_3
6244,NCT04529525,COVID-19,D000086382,T001007884,condition_3
6245,NCT04530136,COVID-19,D000086382,T001007884,condition_3
6246,NCT04530357,COVID-19,D000086382,T001007884,condition_3
6247,NCT04530357,SARS Virus,D045473,T538594,condition_110
6248,NCT04530357,Drug-Related Side Effects and Adverse Reactions,D064420,T837951,condition_280
6249,NCT04530370,COVID-19,D000086382,T001007884,condition_3
6250,NCT04530396,COVID-19,D000086382,T001007884,condition_3
6251,NCT04530409,COVID-19,D000086382,T001007884,condition_3
6252,NCT04530409,Adrenal Cortex Hormones,D000305,T001000,condition_761
6253,NCT04530422,COVID-19,D000086382,T001007884,condition_3
6254,NCT04530435,COVID-19,D000086382,T001007884,condition_3
6256,NCT04530448,COVID-19,D000086382,T001007884,condition_3
6259,NCT04530448,Acute Kidney Injury,D058186,T761752,condition_12
6261,NCT04530461,SARS Virus,D045473,T538594,condition_110
6262,NCT04530461,Systemic Disease,0,0,condition_917
6263,NCT04530461,"Lupus Erythematosus, Systemic",D008180,T024387,condition_254
6264,NCT04530461,Sjogren's Syndrome,D012859,T037915,condition_321
6265,NCT04530461,Sarcoidosis,D012507,T037112,condition_918
6266,NCT04530461,Myositis,D009220,T027490,condition_444
6267,NCT04530461,Behçet Disease,0,0,condition_919
6268,NCT04530461,"Arthritis, Rheumatoid",D001172,T003511,condition_251
6269,NCT04530461,Spondylarthritis,D025241,T430247,condition_253
6270,NCT04530474,COVID-19,D000086382,T001007884,condition_3
6271,NCT04530500,COVID-19,D000086382,T001007884,condition_3
6272,NCT04530500,"Receptors, Androgen",D011944,T035299,condition_920
6273,NCT04530539,COVID-19,D000086382,T001007884,condition_3
6274,NCT04530539,SARS Virus,D045473,T538594,condition_110
6275,NCT04530578,COVID-19,D000086382,T001007884,condition_3
6276,NCT04530578,Pneumonia,D011014,T032393,condition_74
6277,NCT04530604,COVID-19,D000086382,T001007884,condition_3
6280,NCT04530604,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6281,NCT04530617,COVID-19,D000086382,T001007884,condition_3
6282,NCT04530617,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
6283,NCT04530617,Hypertension,D006973,T020937,condition_139
6284,NCT04530617,Obesity,D009765,T029022,condition_13
6285,NCT04530656,COVID-19,D000086382,T001007884,condition_3
6286,NCT04530682,"Arthritis, Rheumatoid",D001172,T003511,condition_251
6287,NCT04531111,"Diabetes Mellitus, Type 1",D003922,T011740,condition_7
6288,NCT04531111,COVID-19,D000086382,T001007884,condition_3
6289,NCT04531202,COVID-19,D000086382,T001007884,condition_3
6290,NCT04531254,COVID-19,D000086382,T001007884,condition_3
6291,NCT04531254,Schools,D012574,T037260,condition_829
6292,NCT04531319,COVID-19,D000086382,T001007884,condition_3
6293,NCT04531345,COVID-19,D000086382,T001007884,condition_3
6294,NCT04531501,COVID-19,D000086382,T001007884,condition_3
6295,NCT04531618,Child Development,D002657,T007708,condition_921
6296,NCT04531618,Mothers,D009035,T026998,condition_922
6297,NCT04531618,COVID-19,D000086382,T001007884,condition_3
6298,NCT04531735,Respiratory Syncytial Virus Infections,D018357,T054762,condition_741
6299,NCT04531735,COVID-19,D000086382,T001007884,condition_3
6300,NCT04531748,COVID-19,D000086382,T001007884,condition_3
6301,NCT04531774,Hydrocortisone,D006854,T020679,condition_172
6302,NCT04531774,"Burnout, Psychological",D000077062,T000936505,condition_474
6303,NCT04531774,Anxiety,D001007,T003092,condition_104
6304,NCT04531774,Depression,D003863,T011484,condition_105
6305,NCT04531774,COVID-19,D000086382,T001007884,condition_3
6306,NCT04532294,COVID-19,D000086382,T001007884,condition_3
6307,NCT04532372,Neoplasms,D009369,T027926,condition_1
6309,NCT04532372,COVID-19,D000086382,T001007884,condition_3
6310,NCT04532411,SARS Virus,D045473,T538594,condition_110
6311,NCT04532411,Respiratory Tract Infections,D012141,T036165,condition_26
6312,NCT04532411,Personal Protective Equipment,D000067393,T000869095,condition_615
6313,NCT04532411,COVID-19,D000086382,T001007884,condition_3
6314,NCT04532554,COVID-19,D000086382,T001007884,condition_3
6315,NCT04532632,Smell,D012903,T038025,condition_812
6316,NCT04532632,Taste Disorders,D013651,T040092,condition_923
6317,NCT04532632,COVID-19,D000086382,T001007884,condition_3
6318,NCT04532931,COVID-19,D000086382,T001007884,condition_3
6319,NCT04533048,COVID-19,D000086382,T001007884,condition_3
6320,NCT04533347,COVID-19,D000086382,T001007884,condition_3
6321,NCT04533360,COVID-19,D000086382,T001007884,condition_3
6322,NCT04533399,COVID-19,D000086382,T001007884,condition_3
6324,NCT04534400,COVID-19,D000086382,T001007884,condition_3
6325,NCT04534400,Respiratory Insufficiency,D012131,T036135,condition_175
6326,NCT04534478,COVID-19,D000086382,T001007884,condition_3
6327,NCT04534569,COVID-19,D000086382,T001007884,condition_3
6328,NCT04534569,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6330,NCT04534595,COVID-19,D000086382,T001007884,condition_3
6331,NCT04534608,COVID-19,D000086382,T001007884,condition_3
6333,NCT04534621,COVID-19,D000086382,T001007884,condition_3
6334,NCT04534673,COVID-19,D000086382,T001007884,condition_3
6335,NCT04534712,COVID-19,D000086382,T001007884,condition_3
6336,NCT04534725,Neoplasms,D009369,T027926,condition_1
6337,NCT04534725,COVID-19,D000086382,T001007884,condition_3
6338,NCT04534725,Respiratory Tract Infections,D012141,T036165,condition_26
6339,NCT04534790,COVID-19,D000086382,T001007884,condition_3
6340,NCT04534803,COVID-19,D000086382,T001007884,condition_3
6341,NCT04535063,COVID-19,D000086382,T001007884,condition_3
6342,NCT04535128,COVID-19,D000086382,T001007884,condition_3
6343,NCT04535128,Pulmonary Embolism,D011655,T034418,condition_249
6344,NCT04535128,Venous Thrombosis,D020246,T059993,condition_248
6346,NCT04535128,Myocardial Infarction,D009203,T027447,condition_246
6347,NCT04535128,Stroke,D020521,T007470,condition_401
6348,NCT04535154,COVID-19,D000086382,T001007884,condition_3
6349,NCT04535154,Respiratory Physiological Phenomena,D012143,T721910,condition_924
6350,NCT04535167,Virus Diseases,D014777,T043232,condition_181
6351,NCT04535297,Parkinson Disease,D010300,T030420,condition_101
6352,NCT04535297,Stroke,D020521,T007470,condition_401
6353,NCT04535674,COVID-19,D000086382,T001007884,condition_3
6355,NCT04535700,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
6356,NCT04535778,Physical Examination,D010808,T031880,condition_925
6357,NCT04535791,COVID-19,D000086382,T001007884,condition_3
6358,NCT04535791,Vitamin D,D014807,T043296,condition_885
6359,NCT04535856,COVID-19,D000086382,T001007884,condition_3
6361,NCT04535856,SAR,0,0,condition_926
6362,NCT04535869,COVID-19,D000086382,T001007884,condition_3
6363,NCT04536051,COVID-19,D000086382,T001007884,condition_3
6364,NCT04536090,COVID-19,D000086382,T001007884,condition_3
6365,NCT04536285,"Diabetes Mellitus, Type 1",D003922,T011740,condition_7
6366,NCT04536285,COVID-19,D000086382,T001007884,condition_3
6367,NCT04536298,COVID-19,D000086382,T001007884,condition_3
6368,NCT04536350,COVID-19,D000086382,T001007884,condition_3
6370,NCT04536350,"Respiration, Artificial",D012121,T036100,condition_112
6371,NCT04536350,aviptadil,C438273,T468509,condition_927
6372,NCT04536363,COVID-19,D000086382,T001007884,condition_3
6373,NCT04536376,"Resilience, Psychological",D055500,T713809,condition_477
6374,NCT04536376,Hydrocortisone,D006854,T020679,condition_172
6375,NCT04536376,Sleep,D012890,T037988,condition_686
6376,NCT04536441,Mental Health,D008603,T025592,condition_212
6377,NCT04536441,Psychological Security,0,0,condition_928
6378,NCT04536441,Psychological Distress,D000079225,T000947361,condition_377
6379,NCT04536935,Depression,D003863,T011484,condition_105
6380,NCT04536935,Anxiety,D001007,T003092,condition_104
6381,NCT04536935,Emotional Regulation,D000080103,T000957075,condition_749
6382,NCT04537117,COVID-19,D000086382,T001007884,condition_3
6383,NCT04537130,Pulmonary Fibrosis,D011658,T034440,condition_651
6384,NCT04537130,COVID-19,D000086382,T001007884,condition_3
6385,NCT04537208,COVID-19,D000086382,T001007884,condition_3
6386,NCT04537299,COVID-19,D000086382,T001007884,condition_3
6387,NCT04537299,SARS Virus,D045473,T538594,condition_110
6388,NCT04537338,COVID-19,D000086382,T001007884,condition_3
6389,NCT04537351,COVID-19,D000086382,T001007884,condition_3
6390,NCT04537351,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6391,NCT04537559,COVID-19,D000086382,T001007884,condition_3
6392,NCT04537572,COVID-19,D000086382,T001007884,condition_3
6393,NCT04537585,COVID-19,D000086382,T001007884,condition_3
6394,NCT04537650,COVID-19,D000086382,T001007884,condition_3
6395,NCT04537663,Respiratory Tract Infections,D012141,T036165,condition_26
6396,NCT04537663,COVID-19,D000086382,T001007884,condition_3
6397,NCT04537806,Respiratory Distress Syndrome,D012128,T001010711,condition_14
6398,NCT04537806,COVID-19,D000086382,T001007884,condition_3
6399,NCT04537858,COVID-19,D000086382,T001007884,condition_3
6400,NCT04537858,Inpatients,D007297,T021869,condition_929
6401,NCT04537949,COVID-19,D000086382,T001007884,condition_3
6403,NCT04537962,COVID-19,D000086382,T001007884,condition_3
6404,NCT04537975,Continuous Renal Replacement Therapy,D000079664,T000947724,condition_930
6405,NCT04537975,Pulmonary Edema,D011654,T034413,condition_718
6406,NCT04537975,COVID-19,D000086382,T001007884,condition_3
6407,NCT04538456,Lung Neoplasms,D008175,T024371,condition_27
6408,NCT04538456,"Fetal Membranes, Premature Rupture",D005322,T016259,condition_931
6409,NCT04538456,COVID-19,D000086382,T001007884,condition_3
6410,NCT04538456,"Stress, Psychological",D013315,T039102,condition_177
6411,NCT04538469,Cardiovascular Diseases,D002318,T006662,condition_9
6412,NCT04538469,Delirium,D003693,T010756,condition_388
6413,NCT04538469,Critical Illness,D016638,T049821,condition_17
6414,NCT04538469,Intensive Care Units,D007362,T022065,condition_68
6415,NCT04538469,Thoracic Diseases,D013896,T040762,condition_932
6416,NCT04538469,Respiratory Insufficiency,D012131,T036135,condition_175
6417,NCT04538469,Heart Diseases,D006331,T019184,condition_641
6418,NCT04538469,Heart Failure,D006333,T682059,condition_145
6419,NCT04538586,COVID-19,D000086382,T001007884,condition_3
6420,NCT04539262,COVID-19,D000086382,T001007884,condition_3
6421,NCT04539275,COVID-19,D000086382,T001007884,condition_3
6422,NCT04539626,COVID-19,D000086382,T001007884,condition_3
6423,NCT04539795,COVID-19,D000086382,T001007884,condition_3
6424,NCT04539821,Chronic Pain,D059350,T778527,condition_87
6425,NCT04539834,Water-Electrolyte Imbalance,D014883,T043455,condition_270
6426,NCT04539873,COVID-19,D000086382,T001007884,condition_3
6427,NCT04540029,"Stress Disorders, Traumatic",D040921,T494740,condition_346
6428,NCT04540120,COVID-19,D000086382,T001007884,condition_3
6429,NCT04540120,Cytokine Release Syndrome,D000080424,T000952163,condition_173
6430,NCT04540185,COVID-19,D000086382,T001007884,condition_3
6431,NCT04540185,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
6432,NCT04540185,SARS Virus,D045473,T538594,condition_110
6434,NCT04540393,COVID-19,D000086382,T001007884,condition_3
6435,NCT04540406,COVID-19,D000086382,T001007884,condition_3
6436,NCT04540419,COVID-19,D000086382,T001007884,condition_3
6437,NCT04540484,COVID-19,D000086382,T001007884,condition_3
6438,NCT04540484,SARS Virus,D045473,T538594,condition_110
6439,NCT04540484,Communicable Diseases,D003141,T009157,condition_160
6440,NCT04540926,COVID-19,D000086382,T001007884,condition_3
6441,NCT04540939,Trauma Centers,D014193,T041591,condition_293
6442,NCT04541472,Surgeons,D066231,T858054,condition_933
6443,NCT04541485,COVID-19,D000086382,T001007884,condition_3
6444,NCT04541680,COVID-19,D000086382,T001007884,condition_3
6445,NCT04541979,COVID-19,D000086382,T001007884,condition_3
6446,NCT04542031,COVID-19,D000086382,T001007884,condition_3
6447,NCT04542031,Rheumatic Diseases,D012216,T036335,condition_343
6448,NCT04542044,COVID-19,D000086382,T001007884,condition_3
6449,NCT04542044,Pneumonia,D011014,T032393,condition_74
6450,NCT04542083,COVID-19,D000086382,T001007884,condition_3
6451,NCT04542083,Cardiovascular System,D002319,T006665,condition_129
6452,NCT04542083,Acute Disease,D000208,T000603,condition_231
6453,NCT04542083,Stroke,D020521,T007470,condition_401
6454,NCT04542083,Myocardial Infarction,D009203,T027447,condition_246
6455,NCT04542122,Morals,D009014,T026944,condition_683
6456,NCT04542200,COVID-19,D000086382,T001007884,condition_3
6457,NCT04542213,Hyperglycemia,D006943,T020867,condition_935
6458,NCT04542213,COVID-19,D000086382,T001007884,condition_3
6459,NCT04542226,COVID-19,D000086382,T001007884,condition_3
6460,NCT04542330,COVID-19,D000086382,T001007884,condition_3
6461,NCT04542330,"Immunity, Heterologous",D064789,T842903,condition_500
6463,NCT04542330,Morbidity,D009017,T026951,condition_501
6464,NCT04542330,Immunosenescence,D000068884,T000877671,condition_936
6465,NCT04542330,Vaccine-Preventable Diseases,D000079263,T000945546,condition_937
6466,NCT04542343,COVID-19,D000086382,T001007884,condition_3
6467,NCT04542395,COVID-19,D000086382,T001007884,condition_3
6468,NCT04542408,COVID-19,D000086382,T001007884,condition_3
6469,NCT04542421,COVID-19,D000086382,T001007884,condition_3
6470,NCT04542434,COVID-19,D000086382,T001007884,condition_3
6471,NCT04542447,COVID-19,D000086382,T001007884,condition_3
6472,NCT04542512,Cholecystitis,D002764,T008027,condition_938
6475,NCT04542512,COVID-19,D000086382,T001007884,condition_3
6476,NCT04542694,COVID-19,D000086382,T001007884,condition_3
6477,NCT04542850,COVID-19,D000086382,T001007884,condition_3
6479,NCT04542876,COVID-19,D000086382,T001007884,condition_3
6480,NCT04542915,SARS Virus,D045473,T538594,condition_110
6481,NCT04542915,Anxiety,D001007,T003092,condition_104
6482,NCT04542915,Depression,D003863,T011484,condition_105
6483,NCT04542915,Occupational Therapy,D009788,T029094,condition_939
6484,NCT04542915,"Respiration, Artificial",D012121,T036100,condition_112
