nctid,studytype_id,Study_Type,
NCT04864899,studytype_8,Interventional,
NCT04610541,studytype_8,Interventional,
NCT04358042,studytype_9,Observational,
NCT04392427,studytype_8,Interventional,
NCT04720235,studytype_8,Interventional,
NCT04672291,studytype_8,Interventional,
NCT04730856,studytype_8,Interventional,
NCT04677478,studytype_9,Observational,
NCT04841746,studytype_8,Interventional,
NCT04724434,studytype_9,Observational,
NCT04356508,studytype_8,Interventional,
NCT04456361,studytype_8,Interventional,
NCT04563676,studytype_8,Interventional,
NCT04421508,studytype_8,Interventional,
NCT04689724,studytype_9,Observational,
NCT04422561,studytype_8,Interventional,
NCT04401293,studytype_8,Interventional,
NCT04354155,studytype_8,Interventional,
NCT04881227,studytype_8,Interventional,
NCT04362150,studytype_9,Observational,
NCT04323514,studytype_8,Interventional,
NCT04647305,studytype_8,Interventional,
NCT04844710,studytype_8,Interventional,
NCT04403555,studytype_8,Interventional,
NCT04581161,studytype_8,Interventional,
NCT04328961,studytype_8,Interventional,
NCT04351295,studytype_8,Interventional,
NCT04460651,studytype_8,Interventional,
NCT04629105,studytype_8,Interventional,
NCT04598347,studytype_9,Observational,
NCT04429529,studytype_8,Interventional,
NCT04780373,studytype_9,Observational,
NCT04383652,studytype_9,Observational,
NCT04380896,studytype_9,Observational,
NCT04374552,studytype_8,Interventional,
NCT04745442,studytype_8,Interventional,
NCT04596098,studytype_9,Observational,
NCT04425720,studytype_8,Interventional,
NCT04350099,studytype_9,Observational,
NCT04542213,studytype_8,Interventional,
NCT04672564,studytype_8,Interventional,
NCT04706156,studytype_9,Observational,
NCT04751695,studytype_8,Interventional,
NCT04368338,studytype_9,Observational,
NCT04729075,studytype_9,Observational,
NCT04798716,studytype_8,Interventional,
NCT04448717,studytype_9,Observational,
NCT04917549,studytype_9,Observational,
NCT04834908,studytype_8,Interventional,
NCT04347460,studytype_9,Observational,
NCT04387240,studytype_8,Interventional,
NCT04866069,studytype_8,Interventional,
NCT04590274,studytype_8,Interventional,
NCT04750629,studytype_9,Observational,
NCT04800770,studytype_9,Observational,
NCT04661930,studytype_8,Interventional,
NCT04528927,studytype_8,Interventional,
NCT04374019,studytype_8,Interventional,
NCT04374149,studytype_8,Interventional,
NCT04933864,studytype_8,Interventional,
NCT04608305,studytype_8,Interventional,
NCT04428073,studytype_8,Interventional,
NCT04381364,studytype_8,Interventional,
NCT04568148,studytype_9,Observational,
NCT04613050,studytype_8,Interventional,
NCT04840953,studytype_9,Observational,
NCT04958889,studytype_9,Observational,
NCT04403607,studytype_9,Observational,
NCT04675086,studytype_8,Interventional,
NCT04363853,studytype_8,Interventional,
NCT04462783,studytype_8,Interventional,
NCT04854798,studytype_8,Interventional,
NCT04871828,studytype_8,Interventional,
NCT04375397,studytype_8,Interventional,
NCT04441489,studytype_9,Observational,
NCT04367142,studytype_9,Observational,
NCT04562285,studytype_9,Observational,
NCT04304690,studytype_8,Interventional,
NCT04364711,studytype_9,Observational,
NCT04445246,studytype_8,Interventional,
NCT04695301,studytype_8,Interventional,
NCT04535791,studytype_8,Interventional,
NCT04363671,studytype_9,Observational,
NCT04785157,studytype_9,Observational,
NCT04453488,studytype_8,Interventional,
NCT04344600,studytype_8,Interventional,
NCT04916574,studytype_8,Interventional,
NCT04495907,studytype_9,Observational,
NCT04408040,studytype_8,Interventional,
NCT04359901,studytype_8,Interventional,
NCT04395924,studytype_9,Observational,
NCT04445467,studytype_8,Interventional,
NCT04338945,studytype_9,Observational,
NCT04801134,studytype_8,Interventional,
NCT04459247,studytype_8,Interventional,
NCT04342195,studytype_9,Observational,
NCT04351347,studytype_8,Interventional,
NCT04425915,studytype_8,Interventional,
NCT04460638,studytype_9,Observational,
NCT04761718,studytype_9,Observational,
NCT04357834,studytype_9,Observational,
NCT04505631,studytype_9,Observational,
NCT04346186,studytype_9,Observational,
NCT04416893,studytype_9,Observational,
NCT04839068,studytype_9,Observational,
NCT04823182,studytype_9,Observational,
NCT04658433,studytype_8,Interventional,
NCT04394390,studytype_9,Observational,
NCT04482712,studytype_8,Interventional,
NCT04420260,studytype_8,Interventional,
NCT04402814,studytype_9,Observational,
NCT04447534,studytype_8,Interventional,
NCT04431414,studytype_9,Observational,
NCT04409821,studytype_8,Interventional,
NCT04390217,studytype_8,Interventional,
NCT04415060,studytype_8,Interventional,
NCT04383678,studytype_9,Observational,
NCT04399746,studytype_8,Interventional,
NCT04818853,studytype_9,Observational,
NCT04385810,studytype_8,Interventional,
NCT04870593,studytype_8,Interventional,
NCT04493268,studytype_9,Observational,
NCT04353271,studytype_8,Interventional,
NCT04480580,studytype_9,Observational,
NCT04582214,studytype_8,Interventional,
NCT04416061,studytype_9,Observational,
NCT04607928,studytype_8,Interventional,
NCT04643860,studytype_9,Observational,
NCT04616846,studytype_8,Interventional,
NCT04554264,studytype_8,Interventional,
NCT04498936,studytype_8,Interventional,
NCT04596943,studytype_9,Observational,
NCT04819165,studytype_9,Observational,
NCT04531618,studytype_8,Interventional,
NCT04764032,studytype_9,Observational,
NCT04393051,studytype_8,Interventional,
NCT04472611,studytype_8,Interventional,
NCT04525742,studytype_8,Interventional,
NCT04898179,studytype_9,Observational,
NCT04344548,studytype_8,Interventional,
NCT04883216,studytype_9,Observational,
NCT04384588,studytype_8,Interventional,
NCT04356937,studytype_8,Interventional,
NCT04316299,studytype_9,Observational,
NCT04786808,studytype_9,Observational,
NCT04362969,studytype_9,Observational,
NCT04913142,studytype_9,Observational,
NCT04654442,studytype_9,Observational,
NCT04967781,studytype_9,Observational,
NCT04364594,studytype_8,Interventional,
NCT04858412,studytype_8,Interventional,
NCT04896970,studytype_8,Interventional,
NCT04713488,studytype_8,Interventional,
NCT04753463,studytype_9,Observational,
NCT04883177,studytype_9,Observational,
NCT04361032,studytype_8,Interventional,
NCT04495764,studytype_9,Observational,
NCT04387279,studytype_9,Observational,
NCT04678024,studytype_9,Observational,
NCT04379661,studytype_8,Interventional,
NCT04336345,studytype_9,Observational,
NCT04529408,studytype_9,Observational,
NCT04903132,studytype_9,Observational,
NCT04806815,studytype_9,Observational,
NCT04834739,studytype_8,Interventional,
NCT04387838,studytype_9,Observational,
NCT04368871,studytype_9,Observational,
NCT04475302,studytype_8,Interventional,
NCT04344535,studytype_8,Interventional,
NCT04371367,studytype_8,Interventional,
NCT04408001,studytype_9,Observational,
NCT04407507,studytype_8,Interventional,
NCT04957017,studytype_8,Interventional,
NCT04360954,studytype_9,Observational,
NCT04406688,studytype_9,Observational,
NCT04364009,studytype_8,Interventional,
NCT04355728,studytype_8,Interventional,
NCT04651790,studytype_8,Interventional,
NCT04497194,studytype_9,Observational,
NCT04615949,studytype_8,Interventional,
NCT04741061,studytype_8,Interventional,
NCT04659876,studytype_9,Observational,
NCT04885452,studytype_9,Observational,
NCT04901624,studytype_8,Interventional,
NCT04657510,studytype_9,Observational,
NCT04527354,studytype_8,Interventional,
NCT04376710,studytype_9,Observational,
NCT04344002,studytype_9,Observational,
NCT04404270,studytype_9,Observational,
NCT04497818,studytype_9,Observational,
NCT04643522,studytype_9,Observational,
NCT04421391,studytype_8,Interventional,
NCT04876898,studytype_9,Observational,
NCT04341207,studytype_8,Interventional,
NCT04452097,studytype_8,Interventional,
NCT04872725,studytype_9,Observational,
NCT04914767,studytype_8,Interventional,
NCT04663906,studytype_9,Observational,
NCT04493359,studytype_8,Interventional,
NCT04902911,studytype_8,Interventional,
NCT04397510,studytype_8,Interventional,
NCT04329546,studytype_9,Observational,
NCT04555187,studytype_9,Observational,
NCT04853004,studytype_9,Observational,
NCT04535856,studytype_8,Interventional,
NCT04652674,studytype_8,Interventional,
NCT04395482,studytype_9,Observational,
NCT04603742,studytype_8,Interventional,
NCT04945811,studytype_8,Interventional,
NCT04915989,studytype_8,Interventional,
NCT04371562,studytype_9,Observational,
NCT04853979,studytype_8,Interventional,
NCT04609865,studytype_8,Interventional,
NCT04685447,studytype_8,Interventional,
NCT04318431,studytype_8,Interventional,
NCT04367064,studytype_9,Observational,
NCT04423991,studytype_8,Interventional,
NCT04382924,studytype_8,Interventional,
NCT04378712,studytype_8,Interventional,
NCT04636671,studytype_8,Interventional,
NCT04868903,studytype_8,Interventional,
NCT04406233,studytype_9,Observational,
NCT04793269,studytype_9,Observational,
NCT04556565,studytype_9,Observational,
NCT04360837,studytype_8,Interventional,
NCT04399109,studytype_8,Interventional,
NCT04341441,studytype_8,Interventional,
NCT04391881,studytype_9,Observational,
NCT04390022,studytype_8,Interventional,
NCT04466462,studytype_9,Observational,
NCT04910269,studytype_8,Interventional,
NCT04441918,studytype_8,Interventional,
NCT04409834,studytype_8,Interventional,
NCT04567836,studytype_9,Observational,
NCT04815031,studytype_9,Observational,
NCT04442048,studytype_8,Interventional,
NCT04652765,studytype_8,Interventional,
NCT04439071,studytype_8,Interventional,
NCT04395742,studytype_9,Observational,
NCT04715997,studytype_8,Interventional,
NCT04594460,studytype_8,Interventional,
NCT04357457,studytype_8,Interventional,
NCT04426292,studytype_8,Interventional,
NCT04863131,studytype_8,Interventional,
NCT04918888,studytype_9,Observational,
NCT04423640,studytype_9,Observational,
NCT04615676,studytype_9,Observational,
NCT04403269,studytype_8,Interventional,
NCT04512300,studytype_9,Observational,
NCT04555005,studytype_8,Interventional,
NCT04359303,studytype_8,Interventional,
NCT04834102,studytype_9,Observational,
NCT04445389,studytype_8,Interventional,
NCT04408183,studytype_8,Interventional,
NCT04800731,studytype_9,Observational,
NCT04537975,studytype_8,Interventional,
NCT04615390,studytype_9,Observational,
NCT04769700,studytype_9,Observational,
NCT04734678,studytype_9,Observational,
NCT04537130,studytype_8,Interventional,
NCT04418557,studytype_9,Observational,
NCT04485169,studytype_8,Interventional,
NCT04581148,studytype_9,Observational,
NCT04382950,studytype_8,Interventional,
NCT04805931,studytype_8,Interventional,
NCT04844554,studytype_8,Interventional,
NCT04645407,studytype_8,Interventional,
NCT04351919,studytype_8,Interventional,
NCT04352959,studytype_8,Interventional,
NCT04937621,studytype_9,Observational,
NCT04798053,studytype_8,Interventional,
NCT04569786,studytype_8,Interventional,
NCT04526977,studytype_9,Observational,
NCT04405570,studytype_8,Interventional,
NCT04551378,studytype_9,Observational,
NCT04950751,studytype_8,Interventional,
NCT04869072,studytype_8,Interventional,
NCT04890626,studytype_8,Interventional,
NCT04336384,studytype_9,Observational,
NCT04366245,studytype_8,Interventional,
NCT04952844,studytype_9,Observational,
NCT04832945,studytype_9,Observational,
NCT04713111,studytype_8,Interventional,
NCT04872075,studytype_8,Interventional,
NCT04435015,studytype_8,Interventional,
NCT04355494,studytype_5,Expanded Access:Intermediate-size Population,
NCT04485364,studytype_9,Observational,
NCT04600999,studytype_8,Interventional,
NCT04490486,studytype_8,Interventional,
NCT04691180,studytype_8,Interventional,
NCT04338100,studytype_9,Observational,
NCT04500600,studytype_9,Observational,
NCT04895449,studytype_8,Interventional,
NCT04350086,studytype_8,Interventional,
NCT04443140,studytype_9,Observational,
NCT04273763,studytype_8,Interventional,
NCT04473157,studytype_9,Observational,
NCT04638634,studytype_8,Interventional,
NCT04416347,studytype_9,Observational,
NCT04479644,studytype_8,Interventional,
NCT04479631,studytype_8,Interventional,
NCT04492514,studytype_8,Interventional,
NCT04872764,studytype_9,Observational,
NCT04832022,studytype_9,Observational,
NCT04563208,studytype_8,Interventional,
NCT04457609,studytype_8,Interventional,
NCT04939506,studytype_8,Interventional,
NCT04369365,studytype_8,Interventional,
NCT04916821,studytype_8,Interventional,
NCT04355481,studytype_9,Observational,
NCT04575558,studytype_8,Interventional,
NCT04569383,studytype_8,Interventional,
NCT04933929,studytype_8,Interventional,
NCT04475211,studytype_9,Observational,
NCT04771117,studytype_9,Observational,
NCT04666064,studytype_9,Observational,
NCT04789226,studytype_9,Observational,
NCT04652505,studytype_9,Observational,
NCT04409886,studytype_8,Interventional,
NCT04716569,studytype_8,Interventional,
NCT04690920,studytype_8,Interventional,
NCT04794829,studytype_9,Observational,
NCT04391400,studytype_9,Observational,
NCT04627233,studytype_8,Interventional,
NCT04399980,studytype_8,Interventional,
NCT04492228,studytype_8,Interventional,
NCT04320017,studytype_9,Observational,
NCT04366323,studytype_8,Interventional,
NCT04742842,studytype_8,Interventional,
NCT04715360,studytype_8,Interventional,
NCT04636697,studytype_8,Interventional,
NCT04608214,studytype_8,Interventional,
NCT04439045,studytype_8,Interventional,
NCT04341766,studytype_9,Observational,
NCT04656613,studytype_8,Interventional,
NCT04453501,studytype_9,Observational,
NCT04818281,studytype_8,Interventional,
NCT04944342,studytype_9,Observational,
NCT04824313,studytype_9,Observational,
NCT04729491,studytype_8,Interventional,
NCT04510662,studytype_8,Interventional,
NCT04834947,studytype_9,Observational,
NCT04876885,studytype_8,Interventional,
NCT04466371,studytype_9,Observational,
NCT04493242,studytype_8,Interventional,
NCT04594668,studytype_8,Interventional,
NCT04433949,studytype_8,Interventional,
NCT04527471,studytype_8,Interventional,
NCT04701710,studytype_8,Interventional,
NCT04344938,studytype_9,Observational,
NCT04969991,studytype_8,Interventional,
NCT04432779,studytype_9,Observational,
NCT04699903,studytype_9,Observational,
NCT04756141,studytype_8,Interventional,
NCT04399889,studytype_8,Interventional,
NCT04427878,studytype_8,Interventional,
NCT04360486,studytype_7,Expanded Access:Treatment IND/Protocol,
NCT04471649,studytype_9,Observational,
NCT04516564,studytype_8,Interventional,
NCT04643444,studytype_9,Observational,
NCT04412278,studytype_9,Observational,
NCT04826588,studytype_8,Interventional,
NCT04731051,studytype_8,Interventional,
NCT04351191,studytype_8,Interventional,
NCT04472585,studytype_8,Interventional,
NCT04378244,studytype_8,Interventional,
NCT04873141,studytype_9,Observational,
NCT04655521,studytype_9,Observational,
NCT04789447,studytype_9,Observational,
NCT04936997,studytype_8,Interventional,
NCT04924790,studytype_9,Observational,
NCT04471636,studytype_8,Interventional,
NCT04527211,studytype_8,Interventional,
NCT04836754,studytype_9,Observational,
NCT04736004,studytype_9,Observational,
NCT04321265,studytype_9,Observational,
NCT04883788,studytype_9,Observational,
NCT04812496,studytype_9,Observational,
NCT04957953,studytype_9,Observational,
NCT04525417,studytype_8,Interventional,
NCT04447144,studytype_9,Observational,
NCT04942249,studytype_9,Observational,
NCT04347694,studytype_9,Observational,
NCT04378920,studytype_8,Interventional,
NCT04357366,studytype_8,Interventional,
NCT04359329,studytype_8,Interventional,
NCT04459689,studytype_9,Observational,
NCT04457570,studytype_9,Observational,
NCT04581954,studytype_8,Interventional,
NCT04747782,studytype_9,Observational,
NCT04414657,studytype_9,Observational,
NCT04619693,studytype_9,Observational,
NCT04737161,studytype_8,Interventional,
NCT04477473,studytype_9,Observational,
NCT04602312,studytype_8,Interventional,
NCT04441684,studytype_8,Interventional,
NCT04388709,studytype_8,Interventional,
NCT04401085,studytype_9,Observational,
NCT04509713,studytype_9,Observational,
NCT04333914,studytype_8,Interventional,
NCT04490850,studytype_8,Interventional,
NCT04649736,studytype_8,Interventional,
NCT04573322,studytype_8,Interventional,
NCT04400929,studytype_8,Interventional,
NCT04932837,studytype_9,Observational,
NCT04433039,studytype_9,Observational,
NCT04984408,studytype_8,Interventional,
NCT04446338,studytype_9,Observational,
NCT04371354,studytype_9,Observational,
NCT04893031,studytype_9,Observational,
NCT04948515,studytype_9,Observational,
NCT04954651,studytype_9,Observational,
NCT04561219,studytype_8,Interventional,
NCT04327206,studytype_8,Interventional,
NCT04716985,studytype_8,Interventional,
NCT04716088,studytype_9,Observational,
NCT04649086,studytype_8,Interventional,
NCT04370171,studytype_9,Observational,
NCT04409847,studytype_9,Observational,
NCT04358406,studytype_8,Interventional,
NCT04584684,studytype_8,Interventional,
NCT04951323,studytype_8,Interventional,
NCT04597736,studytype_8,Interventional,
NCT04492371,studytype_9,Observational,
NCT04782700,studytype_8,Interventional,
NCT04377490,studytype_9,Observational,
NCT04863547,studytype_9,Observational,
NCT04361591,studytype_9,Observational,
NCT04648800,studytype_8,Interventional,
NCT04570397,studytype_8,Interventional,
NCT04921241,studytype_9,Observational,
NCT04382846,studytype_8,Interventional,
NCT04347382,studytype_8,Interventional,
NCT04824443,studytype_8,Interventional,
NCT04944381,studytype_8,Interventional,
NCT04973488,studytype_8,Interventional,
NCT04368351,studytype_9,Observational,
NCT04668313,studytype_9,Observational,
NCT04424992,studytype_9,Observational,
NCT04904731,studytype_9,Observational,
NCT04426006,studytype_8,Interventional,
NCT04613986,studytype_8,Interventional,
NCT04331574,studytype_9,Observational,
NCT04362176,studytype_8,Interventional,
NCT04365153,studytype_8,Interventional,
NCT04487769,studytype_9,Observational,
NCT04419610,studytype_8,Interventional,
NCT04802382,studytype_8,Interventional,
NCT04581070,studytype_9,Observational,
NCT04979897,studytype_9,Observational,
NCT04609462,studytype_8,Interventional,
NCT04853316,studytype_9,Observational,
NCT04389294,studytype_8,Interventional,
NCT04910633,studytype_9,Observational,
NCT04562246,studytype_9,Observational,
NCT04561141,studytype_9,Observational,
NCT04981769,studytype_9,Observational,
NCT04460664,studytype_9,Observational,
NCT04413864,studytype_8,Interventional,
NCT04546581,studytype_8,Interventional,
NCT04623177,studytype_9,Observational,
NCT04491240,studytype_8,Interventional,
NCT04345406,studytype_8,Interventional,
NCT04391829,studytype_8,Interventional,
NCT04871737,studytype_8,Interventional,
NCT04401150,studytype_8,Interventional,
NCT04391101,studytype_8,Interventional,
NCT04780594,studytype_9,Observational,
NCT04346342,studytype_9,Observational,
NCT04613817,studytype_9,Observational,
NCT04849598,studytype_8,Interventional,
NCT04748783,studytype_8,Interventional,
NCT04374422,studytype_9,Observational,
NCT04381338,studytype_8,Interventional,
NCT04631666,studytype_8,Interventional,
NCT04443712,studytype_9,Observational,
NCT04372082,studytype_8,Interventional,
NCT04382040,studytype_8,Interventional,
NCT04922814,studytype_8,Interventional,
NCT04631705,studytype_8,Interventional,
NCT04415879,studytype_8,Interventional,
NCT04765254,studytype_9,Observational,
NCT04738435,studytype_9,Observational,
NCT04409899,studytype_9,Observational,
NCT04526769,studytype_9,Observational,
NCT04351503,studytype_9,Observational,
NCT04335552,studytype_8,Interventional,
NCT04619290,studytype_8,Interventional,
NCT04381286,studytype_9,Observational,
NCT04615026,studytype_9,Observational,
NCT04375176,studytype_9,Observational,
NCT04339712,studytype_8,Interventional,
NCT04540484,studytype_9,Observational,
NCT04468412,studytype_9,Observational,
NCT04401540,studytype_9,Observational,
NCT04377672,studytype_8,Interventional,
NCT04661839,studytype_8,Interventional,
NCT04445623,studytype_8,Interventional,
NCT04697030,studytype_9,Observational,
NCT04801030,studytype_8,Interventional,
NCT04326790,studytype_8,Interventional,
NCT04729452,studytype_9,Observational,
NCT04945863,studytype_9,Observational,
NCT04860219,studytype_8,Interventional,
NCT04444609,studytype_9,Observational,
NCT04472052,studytype_9,Observational,
NCT04716543,studytype_9,Observational,
NCT04974177,studytype_9,Observational,
NCT04609774,studytype_9,Observational,
NCT04331054,studytype_8,Interventional,
NCT04397380,studytype_9,Observational,
NCT04468646,studytype_8,Interventional,
NCT04334512,studytype_8,Interventional,
NCT04847375,studytype_8,Interventional,
NCT04743349,studytype_8,Interventional,
NCT04506632,studytype_9,Observational,
NCT04929691,studytype_8,Interventional,
NCT04508556,studytype_9,Observational,
NCT04356495,studytype_8,Interventional,
NCT04907981,studytype_9,Observational,
NCT04883528,studytype_8,Interventional,
NCT04805970,studytype_9,Observational,
NCT04738760,studytype_9,Observational,
NCT04412317,studytype_9,Observational,
NCT04365439,studytype_8,Interventional,
NCT04584580,studytype_8,Interventional,
NCT04830943,studytype_8,Interventional,
NCT04952389,studytype_8,Interventional,
NCT04411602,studytype_8,Interventional,
NCT04362995,studytype_9,Observational,
NCT04775784,studytype_9,Observational,
NCT04657458,studytype_5,Expanded Access:Intermediate-size Population,
NCT04379518,studytype_8,Interventional,
NCT04621123,studytype_8,Interventional,
NCT04355702,studytype_9,Observational,
NCT04847349,studytype_8,Interventional,
NCT04422691,studytype_9,Observational,
NCT04331886,studytype_9,Observational,
NCT04771624,studytype_9,Observational,
NCT04601012,studytype_9,Observational,
NCT04708340,studytype_8,Interventional,
NCT04461379,studytype_8,Interventional,
NCT04913701,studytype_9,Observational,
NCT04463849,studytype_8,Interventional,
NCT04983394,studytype_8,Interventional,
NCT04625985,studytype_8,Interventional,
NCT04631380,studytype_8,Interventional,
NCT04858763,studytype_9,Observational,
NCT04779021,studytype_9,Observational,
NCT04451694,studytype_9,Observational,
NCT04568707,studytype_8,Interventional,
NCT04410510,studytype_8,Interventional,
NCT04350450,studytype_8,Interventional,
NCT04506528,studytype_9,Observational,
NCT04885764,studytype_8,Interventional,
NCT04610567,studytype_8,Interventional,
NCT04349371,studytype_8,Interventional,
NCT04659486,studytype_8,Interventional,
NCT04438941,studytype_9,Observational,
NCT04346212,studytype_9,Observational,
NCT04392973,studytype_8,Interventional,
NCT04292964,studytype_9,Observational,
NCT04372199,studytype_9,Observational,
NCT04532372,studytype_8,Interventional,
NCT04425733,studytype_8,Interventional,
NCT04344249,studytype_9,Observational,
NCT04563650,studytype_8,Interventional,
NCT04517695,studytype_9,Observational,
NCT04337346,studytype_9,Observational,
NCT04615052,studytype_8,Interventional,
NCT04375670,studytype_9,Observational,
NCT04522037,studytype_9,Observational,
NCT04709302,studytype_9,Observational,
NCT04809974,studytype_8,Interventional,
NCT04516850,studytype_9,Observational,
NCT04405999,studytype_8,Interventional,
NCT04673279,studytype_9,Observational,
NCT04889261,studytype_9,Observational,
NCT04498442,studytype_8,Interventional,
NCT04703608,studytype_8,Interventional,
NCT04954235,studytype_9,Observational,
NCT04701489,studytype_8,Interventional,
NCT04836780,studytype_8,Interventional,
NCT04937608,studytype_9,Observational,
NCT04374071,studytype_9,Observational,
NCT04416334,studytype_8,Interventional,
NCT04450004,studytype_8,Interventional,
NCT04552340,studytype_9,Observational,
NCT04801888,studytype_8,Interventional,
NCT04586114,studytype_9,Observational,
NCT04385160,studytype_9,Observational,
NCT04703790,studytype_9,Observational,
NCT04395781,studytype_9,Observational,
NCT04958954,studytype_9,Observational,
NCT04361123,studytype_9,Observational,
NCT04359927,studytype_9,Observational,
NCT04715607,studytype_8,Interventional,
NCT04408339,studytype_9,Observational,
NCT04397900,studytype_9,Observational,
NCT04760184,studytype_9,Observational,
NCT04361604,studytype_9,Observational,
NCT04554251,studytype_9,Observational,
NCT04565522,studytype_9,Observational,
NCT04874753,studytype_9,Observational,
NCT04395807,studytype_8,Interventional,
NCT04355624,studytype_9,Observational,
NCT04686539,studytype_8,Interventional,
NCT04406493,studytype_8,Interventional,
NCT04756479,studytype_9,Observational,
NCT04927065,studytype_8,Interventional,
NCT04592705,studytype_8,Interventional,
NCT04852770,studytype_8,Interventional,
NCT04401410,studytype_8,Interventional,
NCT04860297,studytype_8,Interventional,
NCT04910958,studytype_9,Observational,
NCT04946162,studytype_8,Interventional,
NCT04669054,studytype_9,Observational,
NCT04438993,studytype_9,Observational,
NCT04723446,studytype_8,Interventional,
NCT04495842,studytype_8,Interventional,
NCT04384042,studytype_9,Observational,
NCT04477993,studytype_8,Interventional,
NCT04581200,studytype_8,Interventional,
NCT04791423,studytype_8,Interventional,
NCT04384406,studytype_9,Observational,
NCT04649151,studytype_8,Interventional,
NCT04470427,studytype_8,Interventional,
NCT04390165,studytype_9,Observational,
NCT04372680,studytype_8,Interventional,
NCT04603664,studytype_9,Observational,
NCT04366791,studytype_8,Interventional,
NCT04341792,studytype_9,Observational,
NCT04719234,studytype_8,Interventional,
NCT04617483,studytype_8,Interventional,
NCT04714125,studytype_9,Observational,
NCT04591184,studytype_8,Interventional,
NCT04806867,studytype_9,Observational,
NCT04617535,studytype_2,Expanded Access:Individual Patients,
NCT04369066,studytype_8,Interventional,
NCT04347226,studytype_8,Interventional,
NCT04813796,studytype_8,Interventional,
NCT04353128,studytype_8,Interventional,
NCT04865900,studytype_9,Observational,
NCT04455958,studytype_8,Interventional,
NCT04766983,studytype_9,Observational,
NCT04796896,studytype_8,Interventional,
NCT04893668,studytype_9,Observational,
NCT04701528,studytype_8,Interventional,
NCT04956887,studytype_8,Interventional,
NCT04587258,studytype_9,Observational,
NCT04834401,studytype_9,Observational,
NCT04452682,studytype_9,Observational,
NCT04412031,studytype_9,Observational,
NCT04346420,studytype_8,Interventional,
NCT04891250,studytype_8,Interventional,
NCT04424017,studytype_9,Observational,
NCT04732767,studytype_9,Observational,
NCT04932889,studytype_9,Observational,
NCT04668196,studytype_9,Observational,
NCT04848493,studytype_9,Observational,
NCT04839094,studytype_9,Observational,
NCT04354441,studytype_8,Interventional,
NCT04407286,studytype_8,Interventional,
NCT04326075,studytype_8,Interventional,
NCT04852796,studytype_9,Observational,
NCT04878796,studytype_9,Observational,
NCT04628637,studytype_9,Observational,
NCT04590352,studytype_9,Observational,
NCT04344561,studytype_8,Interventional,
NCT04420247,studytype_8,Interventional,
NCT04386395,studytype_9,Observational,
NCT04399681,studytype_8,Interventional,
NCT04895462,studytype_9,Observational,
NCT04365517,studytype_8,Interventional,
NCT04408365,studytype_9,Observational,
NCT04941144,studytype_9,Observational,
NCT04663945,studytype_8,Interventional,
NCT04510012,studytype_9,Observational,
NCT04367207,studytype_9,Observational,
NCT04476589,studytype_9,Observational,
NCT04844242,studytype_9,Observational,
NCT04416100,studytype_9,Observational,
NCT04632706,studytype_8,Interventional,
NCT04898166,studytype_9,Observational,
NCT04366986,studytype_9,Observational,
NCT04348461,studytype_8,Interventional,
NCT04412057,studytype_8,Interventional,
NCT04860258,studytype_8,Interventional,
NCT04357860,studytype_8,Interventional,
NCT04422444,studytype_9,Observational,
NCT04525404,studytype_9,Observational,
NCT04640428,studytype_9,Observational,
NCT04873401,studytype_8,Interventional,
NCT04904484,studytype_8,Interventional,
NCT04699851,studytype_8,Interventional,
NCT04405544,studytype_8,Interventional,
NCT04762771,studytype_8,Interventional,
NCT04668950,studytype_8,Interventional,
NCT04641858,studytype_8,Interventional,
NCT04400799,studytype_8,Interventional,
NCT04579458,studytype_9,Observational,
NCT04579627,studytype_9,Observational,
NCT04634214,studytype_9,Observational,
NCT04712110,studytype_8,Interventional,
NCT04699097,studytype_9,Observational,
NCT04910880,studytype_9,Observational,
NCT04674566,studytype_8,Interventional,
NCT04677660,studytype_8,Interventional,
NCT04674189,studytype_8,Interventional,
NCT04511780,studytype_9,Observational,
NCT04754633,studytype_9,Observational,
NCT04379492,studytype_8,Interventional,
NCT04896944,studytype_9,Observational,
NCT04354766,studytype_9,Observational,
NCT04502667,studytype_8,Interventional,
NCT04641481,studytype_8,Interventional,
NCT04629638,studytype_9,Observational,
NCT04435587,studytype_8,Interventional,
NCT04349982,studytype_9,Observational,
NCT04641182,studytype_9,Observational,
NCT04407143,studytype_9,Observational,
NCT04467931,studytype_9,Observational,
NCT04405076,studytype_8,Interventional,
NCT04311697,studytype_8,Interventional,
NCT04432922,studytype_9,Observational,
NCT04581811,studytype_8,Interventional,
NCT04726176,studytype_9,Observational,
NCT04530617,studytype_8,Interventional,
NCT04422873,studytype_9,Observational,
NCT04338698,studytype_8,Interventional,
NCT04892888,studytype_9,Observational,
NCT04346667,studytype_8,Interventional,
NCT04756193,studytype_9,Observational,
NCT04922632,studytype_8,Interventional,
NCT04525716,studytype_9,Observational,
NCT04480398,studytype_9,Observational,
NCT04431310,studytype_9,Observational,
NCT04609423,studytype_8,Interventional,
NCT04961541,studytype_8,Interventional,
NCT04930003,studytype_8,Interventional,
NCT04644159,studytype_9,Observational,
NCT04935463,studytype_9,Observational,
NCT04885907,studytype_8,Interventional,
NCT04813770,studytype_8,Interventional,
NCT04378829,studytype_9,Observational,
NCT04860687,studytype_9,Observational,
NCT04366063,studytype_8,Interventional,
NCT04671017,studytype_8,Interventional,
NCT04653727,studytype_9,Observational,
NCT04834882,studytype_9,Observational,
NCT04920357,studytype_9,Observational,
